TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
17-07-2020 0.00,TXN00001201,A00001800,PLC00001737,22-04-2019,30-06-2020,05-07-2020,Property,85.97,21000,Ron Haycook,8 Watkins Road,,,VT,5468,459-84-3516,Y,50,40,Y,2,M,Mortgage,HI,71776444,RUMD59922443878854,Bachelor,A,Total Loss,Ambulance,1,0,OK,Oklahoma City,12,AGENT00751,VNDR00090
17-07-2020 0.00,TXN00001202,A00000298,PLC00002432,05-05-2013,14-07-2020,14-07-2020,Life,83.33,57000,Brenda Norman,7810 Spring Farm Pointe Place,,Prospect,KY,40059,475-73-5676,N,33,75,Y,6,L,Mortgage,HI,93911436,KZPZ82981732627411,College,A,Major Loss,Ambulance,0,1,AL,Montgomery,7,AGENT00311,VNDR00433
17-07-2020 0.00,TXN00001203,A00008697,PLC00001435,11-03-2015,04-07-2020,09-07-2020,Property,103.98,39000,Mary Stevenson,6687 Xenon Drive,,Arvada,CO,80004,023-68-9411,N,58,116,Y,2,L,Mortgage,MI,56281831,GMHV09846531946250,College,A,Minor Loss,Police,1,0,VT,Barre,6,AGENT00616,
18-07-2020 0.00,TXN00001204,A00009364,PLC00006627,17-09-2012,10-07-2020,13-07-2020,Mobile,11.64,700,Heather Henderson,416 South University Boulevard,,Norman,OK,73069,729-90-2082,Y,29,25,Y,5,M,Own,MI,85222573,UJOG37521438833050,Masters,A,Major Loss,Ambulance,1,1,GA,Savannah,18,AGENT00351,VNDR00498
18-07-2020 0.00,TXN00001205,A00006192,PLC00006865,25-11-2011,17-07-2020,17-07-2020,Motor,132.93,6000,Carolyn Krebbs,22352 North 67th Drive,,Glendale,AZ,85310,507-09-5639,Y,28,58,Y,4,L,Mortgage,LI,109945969,JPFJ82341841314789,Masters,A,Major Loss,Other,0,0,TN,Nashville,18,AGENT00382,VNDR00462
18-07-2020 0.00,TXN00001206,A00003461,PLC00009952,22-02-2015,13-07-2020,14-07-2020,Life,56.85,14000,Gail Mitchell,815 West Market Street,#6,Louisville,KY,40202,259-34-1407,Y,61,64,Y,5,M,Mortgage,HI,125943411,GWJG85998407767720,Bachelor,A,Major Loss,None,1,0,AK,Anchorage,22,AGENT01140,VNDR00029
18-07-2020 0.00,TXN00001207,A00005098,PLC00001812,30-09-2013,29-06-2020,04-07-2020,Mobile,6.56,300,Freddie Rebello,1816 U Place Southeast,,Washington,DC,20020,892-59-0868,N,33,21,Y,3,L,Rent,LI,69116430,MNGX50162774979870,High School,A,Total Loss,Police,1,0,KY,Louisville,12,AGENT01026,
18-07-2020 0.00,TXN00001208,A00003356,PLC00005463,08-09-2012,05-07-2020,10-07-2020,Mobile,6.73,500,Matthew Vosmus,337 South Drive,,Severna Park,MD,21146,603-78-1376,N,48,115,Y,6,L,Rent,HI,81536768,SIVV50500062521110,Bachelor,A,Major Loss,Police,1,0,MA,Fall River,5,AGENT01109,
18-07-2020 0.00,TXN00001209,A00007385,PLC00006805,06-12-2019,02-07-2020,07-07-2020,Mobile,8.99,500,Paul Harris,102 Hayes Drive,,Pooler,GA,31322,015-09-7068,Y,53,23,Y,4,M,Own,MI,13519698,ZNVJ31547117280731,Bachelor,A,Minor Loss,None,0,1,AR,Conway,13,AGENT00297,VNDR00244
18-07-2020 0.00,TXN00001210,A00009333,PLC00006619,26-07-2013,15-07-2020,15-07-2020,Life,52.11,20000,Jerry Stevens,30 Tanner Street,,Manchester,CT,6042,011-12-5090,N,60,112,Y,5,M,Mortgage,HI,111224348,UDTK68088596709890,PhD,D,Major Loss,Ambulance,1,1,FL,Southport,12,AGENT00017,
18-07-2020 0.00,TXN00001211,A00003678,PLC00004635,24-02-2018,07-07-2020,12-07-2020,Motor,135.74,3000,Violet Montoya,13583 West 68th Avenue,,Arvada,CO,80004,183-58-9863,Y,63,111,Y,4,L,Mortgage,MI,82055798,JNJN36508638202322,Bachelor,A,Minor Loss,Ambulance,0,1,CA,Berkeley,16,AGENT00273,VNDR00392
18-07-2020 0.00,TXN00001212,A00006012,PLC00008857,02-09-2015,06-07-2020,11-07-2020,Health,165.54,10000,Darlene Leigland,1939 Greenwood Street,,Savannah,GA,31404,499-33-4808,N,29,113,Y,6,L,Rent,LI,47465750,GFNB53339804792542,High School,A,Major Loss,Ambulance,1,1,AK,Anchorage,23,AGENT00266,VNDR00332
18-07-2020 0.00,TXN00001213,A00006344,PLC00006897,05-10-2017,30-06-2020,05-07-2020,Life,71.67,87000,Jon Bailey,2902 North Gregg Avenue,#9,Fayetteville,AR,72703,152-74-4121,N,30,54,Y,6,M,Mortgage,MI,121780924,WYOB92622400602205,High School,A,Major Loss,None,1,1,GA,Savannah,3,AGENT00018,VNDR00125
18-07-2020 0.00,TXN00001214,A00003647,PLC00009928,02-04-2018,28-06-2020,03-07-2020,Health,172.53,1000,Craig Brown,1403 12th Street Northwest,,Washington,DC,20005,610-88-9084,Y,62,81,Y,6,L,Rent,HI,44922733,MPCU21227016148971,College,A,Major Loss,Other,1,0,VT,Swanton,6,AGENT01120,VNDR00326
18-07-2020 0.00,TXN00001215,A00001564,PLC00007786,27-02-2016,06-07-2020,11-07-2020,Mobile,6.38,500,Tina Cheney,110 Oxford Road,,Savannah,GA,31419,002-31-9592,Y,60,55,Y,3,L,Rent,MI,55324087,IVHV23333226832731,High School,A,Total Loss,None,1,1,OK,Oklahoma City,9,AGENT00007,VNDR00389
18-07-2020 0.00,TXN00001216,A00006230,PLC00004320,09-07-2016,05-07-2020,10-07-2020,Health,131.31,18000,Ralph Corona,600 West North Street,#D2,Fayetteville,AR,72701,297-04-4417,Y,50,101,Y,5,L,Own,HI,123865902,SBOM57498892105677,High School,A,Total Loss,Other,0,1,GA,Calhoun,14,AGENT00486,VNDR00479
18-07-2020 0.00,TXN00001217,A00003752,PLC00004795,19-11-2013,10-07-2020,13-07-2020,Motor,117.2,9000,Jennifer Smith,7230 Montagne Circle,,Anchorage,AK,99507,209-94-3477,Y,35,103,Y,4,L,Own,MI,62876094,WJJF00670551450876,College,A,Minor Loss,Ambulance,1,0,MD,Pasadena,20,AGENT00122,
18-07-2020 0.00,TXN00001218,A00005817,PLC00003162,09-12-2018,17-07-2020,17-07-2020,Motor,77.9,2000,Christopher Pierce,918 Cheryl Ann Circle,,Hayward,CA,94544,525-34-6352,Y,54,7,Y,6,M,Rent,MI,51338394,REDN16711138863186,Bachelor,A,Major Loss,None,1,1,MD,Baltimore,14,AGENT01096,
18-07-2020 0.00,TXN00001219,A00002022,PLC00006916,17-04-2013,28-06-2020,03-07-2020,Travel,64.99,4000,Charlotte Garcia,55 Armory Street,#1,Quincy,MA,2169,604-04-7995,Y,39,29,Y,3,M,Mortgage,MI,20026666,ALWC33209260652224,Bachelor,A,Minor Loss,None,1,1,VT,Windsor,15,AGENT00781,VNDR00114
18-07-2020 0.00,TXN00001220,A00000110,PLC00006284,11-06-2010,29-06-2020,04-07-2020,Mobile,11.54,600,John Hass,6369 West 70th Drive,,Arvada,CO,80003,035-53-1221,Y,54,23,Y,2,H,Own,HI,32149719,KHEN18639241684796,Bachelor,A,Total Loss,Other,1,1,CA,Union City,2,AGENT00110,
18-07-2020 0.00,TXN00001221,A00000059,PLC00004413,12-04-2011,06-07-2020,11-07-2020,Life,66.66,51000,Lourdes Checca,124 Rod Key Street,,Lyndon,VT,5851,873-13-5160,N,32,99,Y,5,M,Rent,MI,121344551,VWQQ72854238193636,High School,A,Minor Loss,Ambulance,1,1,AZ,Glendale,13,AGENT00820,
18-07-2020 0.00,TXN00001222,A00007250,PLC00005738,07-02-2015,28-06-2020,03-07-2020,Property,102.37,33000,Jack Regan,382 Ocean Avenue,#1602,Revere,MA,2151,738-64-8014,Y,55,84,Y,3,M,Own,MI,83869718,EISI59514795321779,High School,A,Minor Loss,Police,1,0,MA,Somerset,1,AGENT00215,VNDR00012
19-07-2020 0.00,TXN00001223,A00005559,PLC00005014,05-04-2012,01-07-2020,06-07-2020,Property,157.79,28000,Tim Wagner,711 Parker Street,,East Longmeadow,MA,1028,340-27-0547,Y,26,85,Y,7,M,Mortgage,MI,97583925,LEMU37655223606817,NA,A,Minor Loss,Ambulance,1,0,CA,Fremont,5,AGENT00278,VNDR00170
19-07-2020 0.00,TXN00001224,A00007320,PLC00002325,11-11-2017,01-07-2020,06-07-2020,Travel,54.55,5000,Alton Bradford,1318 22nd Street Northwest,,Washington,DC,20037,071-92-8368,Y,50,74,Y,7,M,Rent,MI,83846265,SOEQ76852892066599,High School,A,Minor Loss,Ambulance,1,0,MD,Annapolis,8,AGENT00370,VNDR00031
19-07-2020 0.00,TXN00001225,A00003527,PLC00005658,17-07-2016,06-07-2020,11-07-2020,Travel,88.63,1000,Sean Turner,5936 North 80th Drive,,Glendale,AZ,85303,132-19-8373,Y,37,84,Y,4,M,Own,LI,114667591,SBAU74468114386576,Bachelor,A,Total Loss,Ambulance,1,1,AZ,Glendale,9,AGENT00237,
19-07-2020 0.00,TXN00001226,A00006516,PLC00001780,11-05-2017,05-07-2020,10-07-2020,Health,157.93,14000,Eloise Dunkley,1007 Ash Street,,Louisville,KY,40217,539-62-9950,Y,55,48,Y,3,L,Rent,LI,109493903,LBMG21863852113023,High School,A,Minor Loss,Police,1,1,KY,Louisville,12,AGENT00406,VNDR00128
19-07-2020 0.00,TXN00001227,A00004878,PLC00003255,23-05-2012,06-07-2020,11-07-2020,Motor,84.24,1000,Grace Tate,3835 Oakes Drive,,Hayward,CA,94542,035-08-3144,N,43,54,Y,2,L,Rent,MI,71105455,RUDM02151768734463,High School,A,Minor Loss,Other,0,0,CO,Arvada,22,AGENT00272,VNDR00190
19-07-2020 0.00,TXN00001228,A00001898,PLC00000620,10-07-2012,17-07-2020,17-07-2020,Travel,55.05,5000,Barbara Russo,80 North East Street,#4,Holyoke,MA,1040,206-24-7831,N,63,93,Y,3,M,Rent,MI,58503070,KTCC71595459058089,High School,A,Major Loss,Ambulance,1,1,CA,Redding,7,AGENT00066,
19-07-2020 0.00,TXN00001229,A00008240,PLC00000402,12-07-2016,08-07-2020,13-07-2020,Travel,62.25,2000,Roger Lao,7613 Yule Court,,Arvada,CO,80007,199-89-6012,Y,33,116,Y,6,L,Rent,LI,49854262,NBHR12646663517844,High School,A,Major Loss,Ambulance,1,1,MA,Springfield,12,AGENT00989,
19-07-2020 0.00,TXN00001230,A00002062,PLC00006725,22-08-2011,14-07-2020,15-07-2020,Motor,137.35,9000,Charles Keller,1831 Frankford Avenue,,Panama City,FL,32405,068-60-4310,N,27,47,Y,2,L,Own,HI,128674091,OABQ20218512290098,Bachelor,A,Minor Loss,None,0,1,KY,Louisville,21,AGENT00626,
19-07-2020 0.00,TXN00001231,A00008049,PLC00008243,10-07-2018,11-07-2020,14-07-2020,Life,64.96,38000,Don Williams,3483 Canyon Creek Drive,,San Jose,CA,95132,042-89-1946,Y,63,102,Y,3,M,Own,LI,129867218,BXBT56794957528848,High School,A,Total Loss,None,0,1,AR,Fayetteville,19,AGENT00799,VNDR00498
19-07-2020 0.00,TXN00001232,A00000043,PLC00007115,20-06-2014,17-07-2020,17-07-2020,Property,145.73,12000,Arthur Silva,11985 West 56th Drive,,Arvada,CO,80002,187-47-0678,Y,34,26,Y,7,H,Rent,MI,128578100,JDPY97999003453207,NA,A,Minor Loss,Police,0,0,VT,Derby,8,AGENT00918,
19-07-2020 0.00,TXN00001233,A00009840,PLC00004837,30-03-2019,08-07-2020,13-07-2020,Mobile,9.02,200,Gerald Jenkins,6029 Wright Street,,Arvada,CO,80004,559-19-5419,Y,35,7,Y,7,M,Own,HI,74563379,XSRX23217720307524,PhD,A,Minor Loss,Ambulance,1,0,AK,Anchorage,19,AGENT00632,VNDR00154
19-07-2020 0.00,TXN00001234,A00004433,PLC00007446,15-03-2011,03-07-2020,08-07-2020,Health,180.73,20000,William Finkbeiner,1244 South 4th Street,#211,Louisville,KY,40203,474-56-2421,Y,30,84,Y,3,M,Mortgage,MI,40067757,YDLR93380132681377,High School,A,Minor Loss,Police,1,1,CO,Arvada,8,AGENT00028,
19-07-2020 0.00,TXN00001235,A00008396,PLC00004314,19-06-2015,04-07-2020,09-07-2020,Mobile,6.91,700,Shirley Pugliese,2505 North Hampton Court,,Fayetteville,AR,72703,396-54-7380,Y,56,20,Y,5,M,Own,LI,74200205,LJTL22797006645427,Bachelor,A,Minor Loss,Ambulance,1,0,CT,Manchester,18,AGENT00581,VNDR00310
19-07-2020 0.00,TXN00001236,A00000056,PLC00004497,07-12-2019,16-07-2020,16-07-2020,Motor,103.95,6000,Hilda Bianchi,7 River Otter Lane,,Savannah,GA,31411,670-36-0347,N,35,20,Y,4,L,Mortgage,HI,57202835,IYWQ03529417522897,Bachelor,A,Minor Loss,Ambulance,1,0,KY,Louisville,1,AGENT01173,
19-07-2020 0.00,TXN00001237,A00004909,PLC00005642,18-01-2020,30-06-2020,05-07-2020,Motor,80.82,7000,Kelly Stamm,20000 North 57th Avenue,#C105,Glendale,AZ,85308,135-31-0227,Y,36,111,Y,6,H,Rent,MI,113543386,EJFO51876878230401,High School,A,Major Loss,None,0,1,TN,Nashville,2,AGENT00139,
19-07-2020 0.00,TXN00001238,A00002039,PLC00008406,26-12-2016,03-07-2020,08-07-2020,Life,71.37,64000,Aaron Hearnen,2133 Boultier Street,,Montgomery,AL,36106,606-64-4430,Y,56,16,Y,2,M,Own,MI,10835676,UBPM38019808964342,Bachelor,A,Minor Loss,None,1,0,DC,Washington,17,AGENT00921,
19-07-2020 0.00,TXN00001239,A00000373,PLC00004738,07-02-2015,15-07-2020,16-07-2020,Motor,107.99,7000,Roger Wilson,55 Russells Mills Road,,Dartmouth,MA,2748,708-62-3341,N,33,37,Y,6,H,Own,MI,45749805,JQEV08056591112477,Bachelor,A,Total Loss,Police,0,0,DC,Washington,17,AGENT00775,
19-07-2020 0.00,TXN00001240,A00001354,PLC00006568,21-03-2018,05-07-2020,10-07-2020,Life,69.34,61000,Natalie Sims,3189 Main Street,#1,Mammoth Lakes,CA,93546,741-82-4423,Y,33,11,Y,4,H,Rent,HI,25056259,OZHA69729758966908,Bachelor,A,Major Loss,Ambulance,1,1,FL,Panama City Beach,1,AGENT01012,
19-07-2020 0.00,TXN00001241,A00004360,PLC00003337,26-12-2010,06-07-2020,11-07-2020,Life,75.62,41000,Michael Hayes,24147 Clinton Court,,Hayward,CA,94545,834-87-7574,N,58,38,Y,7,M,Own,LI,94831049,PLJK86642065591771,NA,A,Major Loss,Ambulance,0,0,MD,Annapolis,3,AGENT00638,VNDR00327
19-07-2020 0.00,TXN00001242,A00001136,PLC00009638,21-05-2012,15-07-2020,16-07-2020,Motor,103.07,4000,Geneva Fabela,814 Keswick Boulevard,,Louisville,KY,40217,074-63-4104,Y,50,72,Y,7,M,Mortgage,MI,120745371,FBLP41730666536048,Bachelor,A,Major Loss,None,1,1,MA,Needham,9,AGENT00167,
19-07-2020 0.00,TXN00001243,A00009155,PLC00003576,03-07-2015,14-07-2020,15-07-2020,Mobile,11.66,100,Kathi Mitchell,60 Montgomery Street,#3,Springfield,MA,1151,151-21-6644,N,57,11,Y,2,H,Rent,HI,44220671,VZBU34066343151511,College,A,Total Loss,Police,1,0,KY,Louisville,7,AGENT00890,
20-07-2020 0.00,TXN00001244,A00008328,PLC00008568,24-09-2015,01-07-2020,06-07-2020,Motor,74.09,9000,Holly Mullins,9302 West 58th Avenue,,Arvada,CO,80002,696-60-1412,Y,25,90,Y,5,M,Own,HI,26190897,EANH92806380457330,Bachelor,A,Major Loss,Other,1,1,VT,,5,AGENT00541,VNDR00430
20-07-2020 0.00,TXN00001245,A00002319,PLC00008242,25-07-2012,11-07-2020,14-07-2020,Mobile,8.56,100,Marie Adams,61 Callahan Way,#B4,Mammoth Lakes,CA,93546,805-37-6591,N,50,61,Y,6,H,Mortgage,MI,83367786,SZMS94742172254882,Masters,A,Minor Loss,Ambulance,0,1,MD,Crofton,10,AGENT00031,VNDR00216
20-07-2020 0.00,TXN00001246,A00005492,PLC00003747,10-05-2017,11-07-2020,14-07-2020,Life,70.01,44000,Robert Robichaux,1007 Ash Street,,Louisville,KY,40217,459-02-6307,Y,27,53,Y,5,H,Rent,MI,93019008,DXRR21091057387882,High School,A,Minor Loss,Ambulance,1,0,FL,Panama City,2,AGENT00836,VNDR00123
20-07-2020 0.00,TXN00001247,A00009268,PLC00003120,08-04-2014,04-07-2020,09-07-2020,Mobile,7.26,600,Gary Dunbar,996 Ed Noble Parkway,,Norman,OK,73072,362-07-3401,N,49,28,Y,5,M,Mortgage,LI,16858042,RRTY64919622083695,Bachelor,A,Minor Loss,Ambulance,0,0,AL,Montgomery,3,AGENT00185,VNDR00339
20-07-2020 0.00,TXN00001248,A00005335,PLC00007518,14-05-2017,01-07-2020,06-07-2020,Health,188.36,14000,Margaret Pascua,5348 Main Street,,Franklin,VT,5457,746-39-6075,Y,44,102,Y,3,M,Own,MI,33134888,IYDD98914886805646,High School,A,Major Loss,Police,1,0,AZ,Glendale,18,AGENT00494,VNDR00314
20-07-2020 0.00,TXN00001249,A00008830,PLC00002003,01-01-2014,03-07-2020,08-07-2020,Motor,139.68,1000,Doris Rowe,2076 North Crossover Road,,Fayetteville,AR,72703,358-58-5234,Y,49,116,Y,7,L,Own,MI,14176331,VRHR89810264589484,Bachelor,A,Minor Loss,Ambulance,1,0,DC,Washington,13,AGENT01042,
20-07-2020 0.00,TXN00001250,A00005537,PLC00005049,27-07-2015,03-07-2020,08-07-2020,Motor,101.73,2000,Chad Putnam,129 Glen Street,,West Brattleboro,VT,5301,041-41-9774,N,44,79,Y,5,L,Rent,LI,36375288,VTKG92600757902207,Bachelor,A,Major Loss,Ambulance,0,1,CO,Arvada,3,AGENT01178,VNDR00305
20-07-2020 0.00,TXN00001251,A00009953,PLC00008245,05-11-2013,10-07-2020,13-07-2020,Property,84,28000,Ruby Goldman,826 Webster Street,,Hayward,CA,94544,169-27-3782,Y,50,115,Y,5,M,Mortgage,MI,77897301,CUQI46367765443801,High School,A,Minor Loss,Ambulance,1,1,OK,Oklahoma City,10,AGENT00684,VNDR00242
20-07-2020 0.00,TXN00001252,A00002312,PLC00001446,31-07-2012,16-07-2020,17-07-2020,Travel,88.23,3000,Warren Davis,1208 Lindenwood Drive,,Panama City,FL,32405,235-19-8629,Y,54,7,Y,5,H,Mortgage,MI,35219646,DBLM72030323773871,High School,A,Minor Loss,Ambulance,0,1,OK,Oklahoma City,7,AGENT01174,
20-07-2020 0.00,TXN00001253,A00004058,PLC00006094,23-10-2016,08-07-2020,13-07-2020,Life,73.71,70000,Marie Espinoza,5601 West Crocus Drive,,Glendale,AZ,85306,301-57-5481,Y,51,10,Y,6,L,Rent,MI,90851463,RIHE33774443569150,Bachelor,A,Minor Loss,None,1,1,AL,Montgomery,18,AGENT01041,VNDR00138
20-07-2020 0.00,TXN00001254,A00006936,PLC00007739,14-10-2011,02-07-2020,07-07-2020,Life,92.45,34000,Samuel Raines,653 Vermont 12,,Hartland,VT,5048,893-48-4607,Y,64,84,Y,5,H,Own,MI,21632114,WRZH78822924328460,Bachelor,A,Major Loss,None,0,1,OK,Oklahoma City,0,AGENT00788,
20-07-2020 0.00,TXN00001255,A00000200,PLC00006617,30-05-2016,03-07-2020,08-07-2020,Motor,92.39,7000,Donald White,747 West Pacific Avenue,#527,Telluride,CO,81435,201-34-8261,Y,39,67,Y,5,L,Rent,MI,82840589,BJAA37622758490267,Bachelor,A,Major Loss,Ambulance,1,1,KY,Saint Matthews,21,AGENT00961,VNDR00067
20-07-2020 0.00,TXN00001256,A00005700,PLC00008638,26-11-2019,04-07-2020,09-07-2020,Motor,112.59,10000,Sheryl Singleton,1416 Ridgewood Avenue,,Panama City,FL,32404,809-12-6470,Y,48,89,Y,7,L,Mortgage,LI,65217427,ZHAY90287096520242,High School,A,Major Loss,Police,1,0,DC,Washington,8,AGENT00956,VNDR00407
20-07-2020 0.00,TXN00001257,A00005408,PLC00001796,21-04-2018,08-07-2020,13-07-2020,Mobile,9.44,100,Carol Keomanivong,689 Stableway Road,,Pike Road,AL,36064,768-20-5146,N,62,119,Y,6,L,Rent,MI,49777682,GTPT10840487397691,Bachelor,A,Major Loss,None,1,1,GA,Savannah,10,AGENT00849,VNDR00113
20-07-2020 0.00,TXN00001258,A00002144,PLC00005981,20-07-2017,05-07-2020,10-07-2020,Life,76.88,77000,Lorenzo Eskind,4329 Howe Street,,Oakland,CA,94611,776-22-8463,Y,25,79,Y,2,M,Mortgage,LI,58657191,XIDK73472690887108,Bachelor,A,Total Loss,Police,1,1,CT,Manchester,23,AGENT00914,
20-07-2020 0.00,TXN00001259,A00005919,PLC00000168,15-09-2019,06-07-2020,11-07-2020,Property,117.29,38000,John Ellington,129 Grant Street,,Redlands,CA,92373,013-08-8956,Y,54,102,N,7,H,Mortgage,LI,97768232,VXVA08888112640575,Bachelor,A,Total Loss,Other,1,0,AL,Montgomery,23,AGENT00139,VNDR00463
20-07-2020 0.00,TXN00001260,A00008512,PLC00008390,10-12-2017,02-07-2020,07-07-2020,Motor,74.92,1000,Jennifer Brown,93 Hamlin Street,,Manchester,CT,6040,421-97-3631,Y,37,89,Y,6,H,Mortgage,MI,27019469,HJWJ46873191526800,Bachelor,A,Minor Loss,None,1,1,CO,Arvada,6,AGENT00111,
20-07-2020 0.00,TXN00001261,A00005538,PLC00007714,19-05-2015,14-07-2020,16-07-2020,Travel,96.05,1000,Robert Windham,6713 Holt Road,,Nashville,TN,37211,753-50-2804,Y,32,29,Y,6,M,Own,MI,73904159,MPOS88950505098607,Bachelor,A,Total Loss,None,1,0,AZ,Glendale,15,AGENT00043,VNDR00311
20-07-2020 0.00,TXN00001262,A00000202,PLC00003335,14-12-2010,16-07-2020,17-07-2020,Health,169.34,16000,Matthew Salisbury,1865 North Higley Road,,Mesa,AZ,85205,458-59-7983,Y,56,78,Y,5,H,Mortgage,HI,45093988,NAVW32312401054363,High School,A,Major Loss,None,1,1,AR,Fayetteville,6,AGENT00222,
20-07-2020 0.00,TXN00001263,A00005369,PLC00002171,01-10-2017,08-07-2020,13-07-2020,Health,168.93,15000,Audrey Leon,1612 Beech Street,,Louisville,KY,40211,848-35-8146,Y,64,43,Y,5,M,Rent,MI,84397962,VJHU40112756904556,High School,A,Major Loss,Police,0,1,CA,Oakland,2,AGENT00630,VNDR00046
20-07-2020 0.00,TXN00001264,A00002448,PLC00008506,01-08-2018,01-07-2020,06-07-2020,Life,84.46,18000,Charlene Howard,16040 North 67th Drive,,Peoria,AZ,85382,450-55-0057,Y,27,10,Y,2,L,Own,MI,51537137,NQIV67825663991421,Masters,A,Total Loss,Ambulance,1,1,KY,Louisville,20,AGENT00840,VNDR00513
20-07-2020 0.00,TXN00001265,A00001602,PLC00007473,10-09-2012,15-07-2020,16-07-2020,Mobile,6.36,600,Eda Cox,435 Benita Drive,,Nashville,TN,37211,724-69-6863,Y,27,97,Y,3,L,Own,MI,33620774,GVXU88582627396641,High School,A,Major Loss,Ambulance,0,1,TN,,5,AGENT00428,VNDR00001
20-07-2020 0.00,TXN00001266,A00003068,PLC00002216,09-02-2012,14-07-2020,16-07-2020,Health,178.15,11000,Raul Scholz,6401 Green Meadow Lane,,Oklahoma City,OK,73132,088-89-9533,Y,57,96,Y,4,L,Rent,LI,60471475,LGSS09567597430200,NA,A,Major Loss,Ambulance,1,1,CA,Berkeley,16,AGENT01170,VNDR00574
20-07-2020 0.00,TXN00001267,A00003147,PLC00008495,03-01-2016,15-07-2020,16-07-2020,Travel,94.54,1000,Shane Whitener,30 Tanner Street,,Manchester,CT,6042,853-99-6548,Y,62,12,Y,5,L,Mortgage,MI,71836737,IOAW30372459000841,Bachelor,A,Total Loss,Police,1,1,CT,Manchester,12,AGENT00272,VNDR00167
20-07-2020 0.00,TXN00001268,A00005468,PLC00009977,26-12-2010,11-07-2020,14-07-2020,Travel,98.27,2000,Vanessa Applewhite,10484 West 82nd Avenue,,Arvada,CO,80005,459-66-1401,Y,40,107,N,6,L,Mortgage,MI,101794752,EDMP36653202541456,High School,A,Major Loss,Ambulance,1,1,CA,Hayward,16,AGENT00553,VNDR00582
20-07-2020 0.00,TXN00001269,A00007562,PLC00009542,14-01-2019,30-06-2020,05-07-2020,Travel,71.89,3000,Richard Hwang,6 Sawmill Lane,,Westford,VT,5494,365-39-9334,Y,41,112,Y,6,M,Own,LI,52733927,ZDGU76758730864405,MD,A,Total Loss,Police,1,1,DC,Washington,6,AGENT00630,VNDR00489
20-07-2020 0.00,TXN00001270,A00006439,PLC00001489,29-12-2016,13-07-2020,15-07-2020,Health,181.92,5000,Steven Houck,5 Winslow Circle,,Pooler,GA,31322,216-38-1515,Y,43,22,Y,4,M,Rent,MI,106547849,DJBF09558393540990,High School,A,Minor Loss,Police,1,1,FL,Lynn Haven,17,AGENT00015,
20-07-2020 0.00,TXN00001271,A00005281,PLC00005903,04-02-2016,14-07-2020,16-07-2020,Travel,76.75,3000,Jose Dowst,119 Matthew Lane,,Nashville,TN,37215,405-11-8168,Y,41,95,Y,2,L,Mortgage,MI,100205572,BVEH74641213991412,Bachelor,A,Total Loss,Police,0,1,VT,New Haven,3,AGENT00792,VNDR00126
20-07-2020 0.00,TXN00001272,A00000763,PLC00001703,04-11-2010,14-07-2020,16-07-2020,Motor,75.43,6000,Julie Moses,8 Village Circle,,Randolph,VT,5060,412-28-2482,Y,49,37,Y,6,L,Own,LI,63995932,NFIJ71987237634953,College,A,Minor Loss,Police,1,0,AL,Montgomery,22,AGENT00062,
20-07-2020 0.00,TXN00001273,A00002405,PLC00000716,04-03-2011,10-07-2020,13-07-2020,Health,142.37,6000,Mary Choate,81 Reynolds Drive,,Colchester,VT,5446,219-49-2708,N,50,90,Y,2,L,Rent,HI,124247985,SYEZ26082257090069,High School,A,Total Loss,Ambulance,0,0,CA,Oakland,9,AGENT01139,
20-07-2020 0.00,TXN00001274,A00002488,PLC00000071,13-10-2016,02-07-2020,07-07-2020,Mobile,7.6,300,Carol Rivas,938 Elkridge Landing Road,,Linthicum Heights,MD,21090,862-65-8969,Y,57,99,N,7,L,Mortgage,HI,79084390,MYER92995889503966,Bachelor,A,Minor Loss,Ambulance,1,0,AK,Anchorage,2,AGENT00113,
20-07-2020 0.00,TXN00001275,A00008133,PLC00002305,13-08-2015,17-07-2020,17-07-2020,Life,90.8,92000,Gina Fultz,320 Northwest 22nd Street,,Oklahoma City,OK,73103,313-92-2502,N,61,26,Y,7,L,Mortgage,LI,62645487,QCER98797523119832,PhD,A,Total Loss,Ambulance,1,1,CT,Manchester,10,AGENT01174,
21-07-2020 0.00,TXN00001276,A00003464,PLC00005102,08-02-2016,14-07-2020,16-07-2020,Motor,87.03,9000,Faye Powers,514 Flower Lane,,Alameda,CA,94502,573-21-5592,N,38,28,Y,2,L,Own,MI,39870191,BHME28383449870925,Bachelor,A,Minor Loss,Ambulance,1,1,KY,Louisville,10,AGENT00429,VNDR00002
